penetration,installed_ev,installed_pv,violation,reason,location,value,search_step,mc_run
0.03125,0.022,0,False,,,,5,49
0.046875,0.033,0,False,,,,6,49
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.90007806200254,0,50
0.5,0.3080000000000001,0,True,Line Overloading,36.0,110.64570412762976,1,50
0.25,0.154,0,True,Transformer Overloading,0.0,129.72908040691053,2,50
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.71825752895808,3,50
0.0625,0.044,0,False,,,,4,50
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.69891790942565,5,50
0.078125,0.044,0,False,,,,6,50
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.89998025651346,0,51
0.5,0.3080000000000001,0,True,Line Overloading,36.0,104.07238324696277,1,51
0.25,0.154,0,True,Transformer Overloading,0.0,129.26823197025973,2,51
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.55192488701056,3,51
0.0625,0.044,0,False,,,,4,51
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.79942677860853,5,51
0.078125,0.044,0,False,,,,6,51
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.90002688538158,0,52
0.5,0.3080000000000001,0,True,Transformer Overloading,0.0,171.81634230947475,1,52
0.25,0.154,0,True,Transformer Overloading,0.0,129.2912252835851,2,52
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.43733174880566,3,52
0.0625,0.044,0,False,,,,4,52
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.57219083004041,5,52
0.078125,0.044,0,False,,,,6,52
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.90007018020867,0,53
0.5,0.3080000000000001,0,True,Line Overloading,36.0,111.09888811142304,1,53
0.25,0.154,0,True,Transformer Overloading,0.0,129.91334002562743,2,53
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,109.02574550130288,3,53
0.0625,0.044,0,False,,,,4,53
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.95974674736885,5,53
0.078125,0.044,0,False,,,,6,53
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.89999185740348,0,54
0.5,0.3080000000000001,0,True,Line Overloading,36.0,118.52069727827592,1,54
0.25,0.154,0,True,Transformer Overloading,0.0,129.77845771212392,2,54
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.80963003375868,3,54
0.0625,0.044,0,False,,,,4,54
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.98519003390965,5,54
0.078125,0.044,0,False,,,,6,54
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.90007242462346,0,55
0.5,0.3080000000000001,0,True,Line Overloading,36.0,124.51173421632795,1,55
0.25,0.154,0,True,Transformer Overloading,0.0,129.23595215572527,2,55
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.54341113517386,3,55
0.0625,0.044,0,False,,,,4,55
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.70940101236855,5,55
0.078125,0.044,0,False,,,,6,55
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.90003444667082,0,56
0.5,0.3080000000000001,0,True,Transformer Overloading,0.0,171.23949535257717,1,56
0.25,0.154,0,True,Transformer Overloading,0.0,129.1773016897651,2,56
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.48723716032949,3,56
0.0625,0.044,0,False,,,,4,56
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.66835935493475,5,56
0.078125,0.044,0,False,,,,6,56
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.89998969128402,0,57
0.5,0.3080000000000001,0,True,Line Overloading,36.0,116.47527798963624,1,57
0.25,0.154,0,True,Transformer Overloading,0.0,129.3396581486084,2,57
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.48144527957942,3,57
0.0625,0.044,0,False,,,,4,57
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.64443719843783,5,57
0.078125,0.044,0,False,,,,6,57
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.89986742714373,0,58
0.5,0.3080000000000001,0,True,Transformer Overloading,0.0,171.27639587084755,1,58
0.25,0.154,0,True,Transformer Overloading,0.0,129.20217319321367,2,58
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.52197463517885,3,58
0.0625,0.044,0,False,,,,4,58
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.65380550140759,5,58
0.078125,0.044,0,False,,,,6,58
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.90005282437673,0,59
0.5,0.3080000000000001,0,True,Line Overloading,36.0,109.90773127629079,1,59
0.25,0.154,0,True,Transformer Overloading,0.0,129.4752412456819,2,59
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.84560150239989,3,59
0.0625,0.044,0,True,Transformer Overloading,0.0,100.01039085847361,4,59
0.03125,0.022,0,False,,,,5,59
0.046875,0.033,0,False,,,,6,59
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.8999979477646,0,60
0.5,0.3080000000000001,0,True,Line Overloading,36.0,110.58249547165293,1,60
0.25,0.154,0,True,Transformer Overloading,0.0,129.13775046999038,2,60
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.49860151906671,3,60
0.0625,0.044,0,False,,,,4,60
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.60162312258258,5,60
0.078125,0.044,0,False,,,,6,60
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.90001716339418,0,61
0.5,0.3080000000000001,0,True,Line Overloading,36.0,118.44190154870036,1,61
0.25,0.154,0,True,Transformer Overloading,0.0,129.68752136219152,2,61
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.66466703959385,3,61
0.0625,0.044,0,False,,,,4,61
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.61753194761327,5,61
0.078125,0.044,0,False,,,,6,61
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.89995731444765,0,62
0.5,0.3080000000000001,0,True,Line Overloading,36.0,110.82235526100557,1,62
0.25,0.154,0,True,Transformer Overloading,0.0,129.06500909357524,2,62
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.47379218893761,3,62
0.0625,0.044,0,False,,,,4,62
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.67176386832627,5,62
0.078125,0.044,0,False,,,,6,62
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.89993865899373,0,63
0.5,0.3080000000000001,0,True,Line Overloading,36.0,110.58737622574537,1,63
0.25,0.154,0,True,Transformer Overloading,0.0,129.1658973336381,2,63
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.39492911326364,3,63
0.0625,0.044,0,False,,,,4,63
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.51267996994203,5,63
0.078125,0.044,0,False,,,,6,63
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.8999990295598,0,64
0.5,0.3080000000000001,0,True,Line Overloading,36.0,110.71335679071058,1,64
0.25,0.154,0,True,Transformer Overloading,0.0,129.50327466604975,2,64
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.59462045929864,3,64
0.0625,0.044,0,False,,,,4,64
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.57542610402275,5,64
0.078125,0.044,0,False,,,,6,64
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.9000044225605,0,65
0.5,0.3080000000000001,0,True,Transformer Overloading,0.0,172.72061229229945,1,65
0.25,0.154,0,True,Transformer Overloading,0.0,129.42340533199769,2,65
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.63600340477902,3,65
0.0625,0.044,0,False,,,,4,65
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.77406372665342,5,65
0.078125,0.044,0,False,,,,6,65
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.89989766083698,0,66
0.5,0.3080000000000001,0,True,Line Overloading,36.0,103.50333131826011,1,66
0.25,0.154,0,True,Transformer Overloading,0.0,129.50238843443807,2,66
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.54338165735697,3,66
0.0625,0.044,0,False,,,,4,66
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.58581392160295,5,66
0.078125,0.044,0,False,,,,6,66
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.89991715140806,0,67
0.5,0.3080000000000001,0,True,Line Overloading,36.0,103.89458031435521,1,67
0.25,0.154,0,True,Transformer Overloading,0.0,129.96138664916685,2,67
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.61438647835244,3,67
0.0625,0.044,0,False,,,,4,67
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.7576916370328,5,67
0.078125,0.044,0,False,,,,6,67
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.89996485746178,0,68
0.5,0.3080000000000001,0,True,Line Overloading,36.0,117.75946401061029,1,68
0.25,0.154,0,True,Transformer Overloading,0.0,130.21511517470398,2,68
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.90035870233964,3,68
0.0625,0.044,0,True,Transformer Overloading,0.0,100.02007537919503,4,68
0.03125,0.022,0,False,,,,5,68
0.046875,0.033,0,False,,,,6,68
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.89993390021166,0,69
0.5,0.3080000000000001,0,True,Transformer Overloading,0.0,171.78608478493734,1,69
0.25,0.154,0,True,Transformer Overloading,0.0,129.35397614823557,2,69
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.65995060713102,3,69
0.0625,0.044,0,False,,,,4,69
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.75400125167577,5,69
0.078125,0.044,0,False,,,,6,69
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.89995605191908,0,70
0.5,0.3080000000000001,0,True,Transformer Overloading,0.0,172.2069427323452,1,70
0.25,0.154,0,True,Transformer Overloading,0.0,130.02683394763716,2,70
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.69699244878043,3,70
0.0625,0.044,0,False,,,,4,70
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.69809403030533,5,70
0.078125,0.044,0,False,,,,6,70
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.8999700342773,0,71
0.5,0.3080000000000001,0,True,Line Overloading,36.0,103.36966624154923,1,71
0.25,0.154,0,True,Transformer Overloading,0.0,129.53327151089192,2,71
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.55290221536616,3,71
0.0625,0.044,0,False,,,,4,71
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.78827990712307,5,71
0.078125,0.044,0,False,,,,6,71
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.90003593993444,0,72
0.5,0.3080000000000001,0,True,Transformer Overloading,0.0,171.9286875063799,1,72
0.25,0.154,0,True,Transformer Overloading,0.0,129.21895719457007,2,72
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.5239524521242,3,72
0.0625,0.044,0,False,,,,4,72
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.5936217840459,5,72
0.078125,0.044,0,False,,,,6,72
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.90009430026,0,73
0.5,0.3080000000000001,0,True,Transformer Overloading,0.0,172.14012984236092,1,73
0.25,0.154,0,True,Transformer Overloading,0.0,129.75266502555795,2,73
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.76928053621553,3,73
0.0625,0.044,0,False,,,,4,73
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.70840361259394,5,73
0.078125,0.044,0,False,,,,6,73
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.89991968535412,0,74
0.5,0.3080000000000001,0,True,Transformer Overloading,0.0,172.3189857501211,1,74
0.25,0.154,0,True,Transformer Overloading,0.0,129.710462683492,2,74
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.92916348991959,3,74
0.0625,0.044,0,False,,,,4,74
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.73268865592458,5,74
0.078125,0.044,0,False,,,,6,74
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.8999319343225,0,75
0.5,0.3080000000000001,0,True,Line Overloading,36.0,104.4773814742924,1,75
0.25,0.154,0,True,Transformer Overloading,0.0,129.55070985186362,2,75
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.61903689397087,3,75
0.0625,0.044,0,False,,,,4,75
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.74593260648928,5,75
0.078125,0.044,0,False,,,,6,75
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.90003163402523,0,76
0.5,0.3080000000000001,0,True,Line Overloading,36.0,110.8455490180417,1,76
0.25,0.154,0,True,Transformer Overloading,0.0,129.5203396816607,2,76
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.45579975413602,3,76
0.0625,0.044,0,False,,,,4,76
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.50173320389733,5,76
0.078125,0.044,0,False,,,,6,76
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.90005579142712,0,77
0.5,0.3080000000000001,0,True,Line Overloading,36.0,110.59828022210611,1,77
0.25,0.154,0,True,Transformer Overloading,0.0,129.417364303049,2,77
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.95359718412705,3,77
0.0625,0.044,0,False,,,,4,77
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.88268605547397,5,77
0.078125,0.044,0,False,,,,6,77
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.8999790347631,0,78
0.5,0.3080000000000001,0,True,Line Overloading,36.0,110.37414632317667,1,78
0.25,0.154,0,True,Transformer Overloading,0.0,129.6792933589421,2,78
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.96032443287045,3,78
0.0625,0.044,0,True,Transformer Overloading,0.0,100.04456890687518,4,78
0.03125,0.022,0,False,,,,5,78
0.046875,0.033,0,False,,,,6,78
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.899960839506,0,79
0.5,0.3080000000000001,0,True,Line Overloading,36.0,110.6827750517275,1,79
0.25,0.154,0,True,Transformer Overloading,0.0,129.18048880369105,2,79
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.3146908537427,3,79
0.0625,0.044,0,False,,,,4,79
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.58570168128966,5,79
0.078125,0.044,0,False,,,,6,79
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.9000210269358,0,80
0.5,0.3080000000000001,0,True,Line Overloading,36.0,110.41463838064183,1,80
0.25,0.154,0,True,Transformer Overloading,0.0,129.18168225842984,2,80
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.19741087138428,3,80
0.0625,0.044,0,False,,,,4,80
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.43460147487922,5,80
0.078125,0.044,0,False,,,,6,80
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.89992879535416,0,81
0.5,0.3080000000000001,0,True,Transformer Overloading,0.0,171.7070380144891,1,81
0.25,0.154,0,True,Transformer Overloading,0.0,129.04271006416036,2,81
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.31775423727146,3,81
0.0625,0.044,0,False,,,,4,81
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.54695795225672,5,81
0.078125,0.044,0,False,,,,6,81
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.89999738524878,0,82
0.5,0.3080000000000001,0,True,Transformer Overloading,0.0,172.02032650689605,1,82
0.25,0.154,0,True,Transformer Overloading,0.0,129.34269745725092,2,82
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.64086406515676,3,82
0.0625,0.044,0,False,,,,4,82
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.68929060051923,5,82
0.078125,0.044,0,False,,,,6,82
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.89996811165904,0,83
0.5,0.3080000000000001,0,True,Line Overloading,36.0,104.22332803752752,1,83
0.25,0.154,0,True,Transformer Overloading,0.0,129.42141544117925,2,83
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.52036199334718,3,83
0.0625,0.044,0,False,,,,4,83
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.68543851598449,5,83
0.078125,0.044,0,False,,,,6,83
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.8999491929172,0,84
0.5,0.3080000000000001,0,True,Transformer Overloading,0.0,171.5149623742952,1,84
0.25,0.154,0,True,Transformer Overloading,0.0,129.40656369619242,2,84
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.58638355096997,3,84
0.0625,0.044,0,False,,,,4,84
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.66657308294684,5,84
0.078125,0.044,0,False,,,,6,84
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.89997419662797,0,85
0.5,0.3080000000000001,0,True,Line Overloading,36.0,111.38856856489545,1,85
0.25,0.154,0,True,Transformer Overloading,0.0,129.7798299099179,2,85
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.9196836916728,3,85
0.0625,0.044,0,False,,,,4,85
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.84846773900836,5,85
0.078125,0.044,0,False,,,,6,85
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.90003776469192,0,86
0.5,0.3080000000000001,0,True,Line Overloading,36.0,105.17274094944018,1,86
0.25,0.154,0,True,Transformer Overloading,0.0,130.04260549312303,2,86
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,109.02249251294762,3,86
0.0625,0.044,0,False,,,,4,86
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.78444324537357,5,86
0.078125,0.044,0,False,,,,6,86
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.8999846697816,0,87
0.5,0.3080000000000001,0,True,Line Overloading,36.0,130.91291699376697,1,87
0.25,0.154,0,True,Transformer Overloading,0.0,129.98327053171872,2,87
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.53685299702013,3,87
0.0625,0.044,0,False,,,,4,87
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.68847458795827,5,87
0.078125,0.044,0,False,,,,6,87
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.8998903997959,0,88
0.5,0.3080000000000001,0,True,Line Overloading,36.0,130.3512480303997,1,88
0.25,0.154,0,True,Transformer Overloading,0.0,129.34078541705324,2,88
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.80595908476221,3,88
0.0625,0.044,0,False,,,,4,88
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.74241432692699,5,88
0.078125,0.044,0,False,,,,6,88
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.8999863074642,0,89
0.5,0.3080000000000001,0,True,Line Overloading,36.0,110.1429255145301,1,89
0.25,0.154,0,True,Transformer Overloading,0.0,129.20308978539487,2,89
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.29059198912401,3,89
0.0625,0.044,0,False,,,,4,89
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.49108076587929,5,89
0.078125,0.044,0,False,,,,6,89
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.89997287952025,0,90
0.5,0.3080000000000001,0,True,Line Overloading,36.0,103.53036096104462,1,90
0.25,0.154,0,True,Transformer Overloading,0.0,129.36340303943754,2,90
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.70900711638447,3,90
0.0625,0.044,0,False,,,,4,90
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.85202099987305,5,90
0.078125,0.044,0,False,,,,6,90
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.89998892370718,0,91
0.5,0.3080000000000001,0,True,Line Overloading,36.0,104.06037276328635,1,91
0.25,0.154,0,True,Transformer Overloading,0.0,129.422473679483,2,91
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.55715324800286,3,91
0.0625,0.044,0,False,,,,4,91
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.61768527194116,5,91
0.078125,0.044,0,False,,,,6,91
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.89998408520307,0,92
0.5,0.3080000000000001,0,True,Line Overloading,36.0,123.82505358987137,1,92
0.25,0.154,0,True,Transformer Overloading,0.0,129.45547446217859,2,92
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.63466055927367,3,92
0.0625,0.044,0,False,,,,4,92
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.65438766312994,5,92
0.078125,0.044,0,False,,,,6,92
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.89995676293572,0,93
0.5,0.3080000000000001,0,True,Line Overloading,36.0,103.43081599786687,1,93
0.25,0.154,0,True,Transformer Overloading,0.0,129.3602418189082,2,93
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.50020735824482,3,93
0.0625,0.044,0,False,,,,4,93
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.64863217644822,5,93
0.078125,0.044,0,False,,,,6,93
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.8999719095653,0,94
0.5,0.3080000000000001,0,True,Transformer Overloading,0.0,171.37002244560998,1,94
0.25,0.154,0,True,Transformer Overloading,0.0,129.00373820520477,2,94
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.5214127667121,3,94
0.0625,0.044,0,False,,,,4,94
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.72961727041879,5,94
0.078125,0.044,0,False,,,,6,94
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.89987914131822,0,95
0.5,0.3080000000000001,0,True,Line Overloading,36.0,117.4550879625037,1,95
0.25,0.154,0,True,Transformer Overloading,0.0,130.06951226932662,2,95
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,109.20075597070394,3,95
0.0625,0.044,0,False,,,,4,95
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.85170288768172,5,95
0.078125,0.044,0,False,,,,6,95
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.90006120460606,0,96
0.5,0.3080000000000001,0,True,Line Overloading,36.0,104.45274789281098,1,96
0.25,0.154,0,True,Transformer Overloading,0.0,129.66780273465284,2,96
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.63464391757715,3,96
0.0625,0.044,0,False,,,,4,96
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.7841837003779,5,96
0.078125,0.044,0,False,,,,6,96
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.89997932651693,0,97
0.5,0.3080000000000001,0,True,Line Overloading,36.0,112.15972978865942,1,97
0.25,0.154,0,True,Transformer Overloading,0.0,130.2333234677645,2,97
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,109.32968131179538,3,97
0.0625,0.044,0,True,Transformer Overloading,0.0,100.31002748762852,4,97
0.03125,0.022,0,False,,,,5,97
0.046875,0.033,0,False,,,,6,97
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.8999687646503,0,98
0.5,0.3080000000000001,0,True,Line Overloading,36.0,103.98588111235244,1,98
0.25,0.154,0,True,Transformer Overloading,0.0,129.2876407075005,2,98
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.62722385818017,3,98
0.0625,0.044,0,False,,,,4,98
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.72042266862206,5,98
0.078125,0.044,0,False,,,,6,98
1.0,0.6270000000000003,0,True,Line Overloading,36.0,160.89998571702188,0,99
0.5,0.3080000000000001,0,True,Line Overloading,36.0,104.09122620582052,1,99
0.25,0.154,0,True,Transformer Overloading,0.0,129.32626806969049,2,99
0.125,0.07699999999999999,0,True,Transformer Overloading,0.0,108.44417190732732,3,99
0.0625,0.044,0,False,,,,4,99
0.09375,0.05499999999999999,0,True,Transformer Overloading,0.0,102.69372791933367,5,99
0.078125,0.044,0,False,,,,6,99
